,content,sentiment_score,情感极性,情感极端性,外形设计,流量营销,混动车型,自研技术,市场环境,品牌形象
988,底盘还是筷子?,0.118519297,0,0,0,0,0,0,0,1
989,底盘呢？行驶质感的感觉如何,0.062156131,0,1,1,0,0,0,0,0
990,底盘突出，好像有点大,0.235466734,0,0,0,0,0,0,0,1
991,底下那个胶条我的宋pro也有但隔音效果一般,0.40161308,0,0,0,1,0,0,0,0
992,第二 不容易坏,0.339146522,0,0,1,0,0,0,0,0
993,第三 价格肯定越便宜越好,0.378740722,0,0,0,0,1,0,0,0
994,第四 燃油经济,0.84188137,1,0,0,0,0,1,0,0
995,第一 安全性,0.629577218,1,0,1,0,0,0,0,0
996,第一次听比亚迪没有人说，黑比亚迪的比所有新势力加起来都多，先了解清楚吧对比对像严重错误,0.922495615,1,1,0,0,0,1,0,0
997,第一个发现是人家的宣传，全网没发现就你发现？,0.339146522,0,0,1,0,0,0,0,0
998,第一辆电车会买比亚迪,0.935901405,1,1,0,0,0,1,0,0
999,典型的有技术没设计，国人不买账,0.922495615,1,1,0,0,0,1,0,0
1000,点赞 虽然我买了比亚迪，但是首先考虑的是特斯拉 要不是预算问题肯定就买特斯拉了,0.983351148,1,1,0,0,0,1,0,0
1001,电车，百分百缺点,0.995564265,1,1,0,0,0,0,0,1
1002,电车啊，燃油车进4秒内我就满足了,0.990852202,1,1,0,0,0,1,0,0
1003,电车不考虑自燃的话，比丫迪还是可以的,0.972725096,1,1,0,0,0,1,0,0
1004,电车垃圾都不如,0.378740722,0,0,0,0,1,0,0,0
1005,电车特斯拉，油车丰田。,0.923315945,1,1,0,0,0,1,0,0
1006,电车我只考虑雅迪,0.951938312,1,1,0,0,0,1,0,0
1007,电车我只信赖比亚迪,0.998341697,1,1,0,0,0,1,0,0
1008,电车喜欢广汽，不过今年换车还会买油车,0.984610173,1,1,0,0,0,1,0,0
1009,电车只信比亚迪,0.939065044,1,1,0,0,0,1,0,0
1010,电车只有特斯拉。,0.951938312,1,1,0,0,0,1,0,0
1011,电池不解决，绝不买电车,0.088942611,0,1,0,0,1,0,0,0
1012,电池都是我做的哈哈,0.267467237,0,0,0,0,1,0,0,0
1013,电池寿命多久？十年内要自费换电池吗,0.017357261,0,1,0,0,1,0,0,0
1014,电池我服宁德时代，所以比亚迪有什么优势,0.36260329,0,0,0,0,1,0,0,0
1015,电池要用挤压而不是穿刺,0.172826042,0,0,0,0,1,0,0,0
1016,电池做的不错，就是外观内饰设计多花点钱吧,0.938317385,1,1,1,0,0,0,0,0
1017,电动车怕水不,0.213996212,0,0,0,0,0,0,1,0
1018,电动公交补贴更多吧。,0.313385808,0,0,0,0,0,0,1,0
1019,电瓶车不感兴趣,0.713613346,1,0,1,0,0,0,0,0
1020,电瓶车很不错，价格就是高了,0.957968384,1,1,0,0,1,0,0,0
1021,电台外包工就是这样，老野识条铁,0.019936832,0,1,1,0,0,0,0,0
1022,屌丝气质不能丢,0.882414707,1,0,1,0,0,0,0,0
1023,吊打合资suv！,0.107206576,0,0,0,0,0,0,0,1
1024,叮~新势力充值成功,0.974970116,1,1,0,0,0,1,0,0
1025,顶你,0.549019608,1,0,1,0,0,0,0,0
1026,顶洋哥！！！,0.697190126,1,0,1,0,0,0,0,0
1027,订车好几个月产量都达不到显然是玩饥饿营销。。。,0.281362961,0,0,0,0,1,0,0,0
1028,订车了，你说喜欢吗？,0.449177231,0,0,1,0,0,0,0,0
1029,订了BYD海豹，觉得博主说的对，善良，我就从没说别人不好，任何东西存在即合理，不合理的慢慢的自己会死的，不需要你去评判,0.791039763,1,0,0,0,1,0,0,0
1030,订了已经，四月底才到,0.629577218,1,0,1,0,0,0,0,0
1031,订了元plus得四个月提车,0.019936832,0,1,1,0,0,0,0,0
1032,定价有点偏高,0.313385808,0,0,0,0,0,0,1,0
1033,定了比亚迪海豹，一直没消息，不打算等了,0.345891338,0,0,0,0,1,0,0,0
1034,定了驱逐舰05听君一席话…准备睡觉了。好困。,0.882414707,1,0,1,0,0,0,0,0
1035,定了四驱dmp，等好久了。。。,0.032812365,0,1,1,0,0,0,0,0
1036,定了唐大妈,0.149177231,0,0,1,0,0,0,0,0
1037,东风ex1 你是不是也拍过,0.629577218,1,0,1,0,0,0,0,0
1038,东风风神炫逸真不咋的,0.712123578,1,0,1,0,0,0,0,0
1039,东西好不好，适合自己的最关键。反正我是不会去买没经过市场验证的车的。,0.974970116,1,1,0,0,0,1,0,0
1040,东西是个好东西，但是缺个好的设计师,0.231579249,0,0,0,0,0,0,1,0
1041,冬季百公里28度电，充电站一块四一度,0.016556181,0,1,1,0,0,0,0,0
1042,动不动就说某某是垃圾的距离垃圾也不远了,0.017292247,0,1,0,0,1,0,0,0
1043,动力受限了解一下，高速上给你整抛锚,0.980268,1,1,0,0,0,1,0,0
1044,都好才是真的好！,0.555452909,1,0,1,0,0,0,0,0
1045,都拿钱了,0.032812365,0,1,1,0,0,0,0,0
1046,都是吹牛逼！绝对垃圾，买了后悔的,0.005595195,0,1,0,0,1,0,0,0
1047,都是电车吗,0.960516175,1,1,0,0,0,1,0,0
1048,都是非常不错的豪车,0.899624037,1,0,1,0,0,0,0,0
1049,都是工业产品，没有完美的，每个厂家的车或多或少都有问题。买自己喜欢的车！ 不要花自己的钱买别人喜欢的车！,0.967015691,1,1,0,0,0,0,0,1
1050,都是你们这些大V互怼！比亚迪也没错！没打压新势力！想打的是特斯拉！咸鱼白菜各有所爱！自己选择吧！,0.039476685,0,1,0,0,0,1,0,0
1051,都是私营企业谁给谁(⊙o⊙)啥？了,0.684686115,1,0,1,0,0,0,0,0
1052,都是要经历的过程,0.882414707,1,0,1,0,0,0,0,0
1053,都是用钱买车，又不是用嘴买车，卖的多是有原因的,0.112699726,0,0,0,1,0,0,0,0
1054,都是自己努力的结果,0.657893846,1,0,1,0,0,0,0,0
1055,都是自主品牌，都很好。,0.885563433,1,0,0,0,0,0,0,1
1056,都听不明白你叭叭的啥,0.633608272,1,0,1,0,0,0,0,0
1057,都一样，比亚迪也是这么过来的,0.554446567,1,0,1,0,0,0,0,0
1058,抖音多几个像唐会这样敢说实话的人多好！大部分人都是为了流量而说，什么有流量就说什么！,0.000976231,0,1,0,1,0,0,0,0
1059,抖音风气， 买比亚迪汽车，拿华为手机，看吴京战狼，用格力空调，我爱国，我自豪 信仰粉的迷之自信,0.099999228,0,1,0,0,1,0,0,0
1060,抖音广告你真多,0.042512422,0,1,0,0,0,1,0,0
1061,抖音要不关中很难发展！,0.909620529,1,1,0,0,0,0,0,1
1062,豆腐脑是吃甜的还是咸的？,0.890899361,1,0,1,0,0,0,0,0
1063,读的挺顺口,0.862038576,1,0,1,0,0,0,0,0
1064,肚子下面电池太低了,0.115212206,0,0,0,0,1,0,0,0
1065,短平快做出来的是产品，不是车。我在合资车企，可以告诉你很多你不知道东西。,0.111273391,0,0,0,0,0,0,0,1
1066,短途上下班代步还是不错的,0.693636038,1,0,1,0,0,0,0,0
1067,对,0.5,1,0,1,0,0,0,0,0
1068,对 这车特别好,0.564311458,1,0,1,0,0,0,0,0
1069,对，百花齐放， 这才能完胜国内的汽车体系，为用户带来更好的体验，而不是一家独大！,0.933819701,1,1,0,0,1,0,0,0
1070,对，都是垃圾，都别买，让我来,0.142209959,0,0,0,0,1,0,0,0
1071,对，我说我是理想one车主，我觉得挺好的，我被喷的好惨呀,0.52238419,1,0,1,0,0,0,0,0
1072,对。内饰和售后服务要按照现在基础再加强十倍才考虑,0.890899361,1,0,1,0,0,0,0,0
1073,对比亚迪一顿吹，自己买的特斯拉。确实真实，钱给的真不少,0.019936832,0,1,1,0,0,0,0,0
1074,对车不太了解，水平不够，目前还看不出内饰美丑,0.449177231,0,0,1,0,0,0,0,0
1075,对电车不了解，也没有买过电车，如果有一天油车淘汰了，那就买辆进口的电车吧。比亚迪好不好也不清楚，没一点兴趣了解这个品牌,0.999940508,1,1,0,0,0,1,0,0
1076,对对对 说比亚迪好就是过度吹捧 说特斯拉就不是过度吹捧,0.001300585,0,1,1,0,0,0,0,0
1077,对对对！比亚迪垃圾！不能买！你们都别买了！赶紧撤销！我都排了差不多3个月了还没有到我,0.046980393,0,1,0,0,1,0,0,0
1078,对对对，比亚迪是垃圾，你们别买，要不然我还要再等几个月,0.028321345,0,1,0,0,1,0,0,0
1079,对对对，赶紧劝他们不要买,0.18953783,0,0,1,0,0,0,0,0
1080,对工人差就抵制，谁对员工好就买啥，从我们开始改变，,0.449177231,0,0,1,0,0,0,0,0
1081,对那种舌头长的就4个字“老子喜欢”！,0.684686115,1,0,1,0,0,0,0,0
1082,对品控持怀疑态度，观望几年确实没啥问题那我会买，我没有合资情节，就想买个舒适省心空间大的车。,0.762506835,1,0,0,0,0,0,0,1
1083,对以前的比亚迪不感兴趣。现在的比亚迪唐和宋那款SUV。真的单看颜值真的很不错,0.797617425,1,0,1,0,0,0,0,0
1084,对于比亚迪的言论我觉得有点偏颇了，关于补贴可不是只有比亚迪一家有补贴，这些年拿国家补贴的车厂可不少，真正去做的落到实处的貌似也就byd做好了，当然有几个车厂也不差。但是现在怪比亚迪做好了不给其他人活路,0.000297257,0,1,1,0,0,0,0,0
1085,对于产品，真正打退很多人的可能是一些企业的老总，他们的言论真的会让人觉得，买他的产品自己像傻子蔚来，理想。。。去看看他们老总的言论吧。,0.001665639,0,1,0,0,1,0,0,0
1086,对于很多西安人来说，比亚迪三个字可能更多是个地名,0.149177231,0,0,1,0,0,0,0,0
1087,多少钱能改门把手,0.024202427,0,1,1,0,0,0,0,0
1088,多少人连驾照都没有呢 还天天键盘敲这个车那个车 反正敲键盘不收费,0.019936832,0,1,1,0,0,0,0,0
1089,多谢比亚迪，不然我的大众途观还得贵3/4万才能买到,0.968100036,1,1,0,0,0,0,0,1
1090,恶意商业竞争，明的,0.457865887,0,0,0,0,1,0,0,0
1091,诶，太对了。我虽然不喜欢比亚迪，但是也还算挺他。但是我买理想，为啥这么多人好像比我更能知道我的想要什么呢？,0.18953783,0,0,1,0,0,0,0,0
1092,而且很好开啊,0.339146522,0,0,1,0,0,0,0,0
1093,二月定了一个海豚，消费体验以后不会碰比亚迪了,0.033978671,0,1,0,1,0,0,0,0
1094,发布直播真的一言难尽...,0.026569741,0,1,1,0,0,0,0,0
1095,发觉开比亚迪有种优越感 听不进任何一句,0.149177231,0,0,1,0,0,0,0,0
1096,发没发现自从国产电瓶车崛起后咱们只谈电机 从来不说地盘悬挂和四驱,0.039882814,0,1,0,0,0,0,0,1
1097,翻毛皮不好打理,0.449177231,0,0,1,0,0,0,0,0
1098,翻毛皮就叫那啥踏挼？,0.023174265,0,1,1,0,0,0,0,0
1099,凡是夹头粉力挺的，避开就对了,0.797617425,1,0,1,0,0,0,0,0
1100,凡是推荐国产车的，都是想通过欺骗穷人的血汗钱去买纯进口的,0.867651205,1,0,0,0,0,0,0,1
1101,反观某想，国内比国外贵,0.720468766,1,0,1,0,0,0,0,0
1102,反正比理想好,0.032812365,0,1,1,0,0,0,0,0
1103,反正不买，理想和蔚来,0.167054426,0,0,1,0,0,0,0,0
1104,反正得打tsl，国产之间还是河蟹点吧,0.559318496,1,0,0,0,0,0,0,1
1105,反正都是互相作用的，不吹不黑就行了,0.019936832,0,1,1,0,0,0,0,0
1106,反正就是不能说不好,0.162156131,0,0,1,0,0,0,0,0
1107,反正开着省钱又省心，谁买谁知道，各花入个眼的事,0.18953783,0,0,1,0,0,0,0,0
1108,反正买电车 我肯定首选特斯拉,0.995745609,1,1,0,0,0,1,0,0
1109,反正排队时间长,0.114334595,0,0,0,1,0,0,0,0
1110,反正日本车不能买。,0.149177231,0,0,1,0,0,0,0,0
1111,反正唐EV提了一个月了 G63以起灰,0.094162278,0,1,1,0,0,0,0,0
1112,反正外观是真的喜欢不起来。35,0.890899361,1,0,1,0,0,0,0,0
1113,反正我不管，我吃麻辣的,0.449177231,0,0,1,0,0,0,0,0
1114,反正我不买，随便你们,0.113248616,0,0,1,0,0,0,0,0
1115,反正我不喜欢,0.149177231,0,0,1,0,0,0,0,0
1116,反正我订了，宋maxdmi.7座，刚需，但3月订到现在还没车提，真惨,0.016556181,0,1,1,0,0,0,0,0
1117,反正我就是不喜欢比亚迪，你爱说啥说啥。 钱在我兜里，我就是不买,0.016556181,0,1,1,0,0,0,0,0
1118,反正我就是从前看不起比亚迪，现在想买比亚迪，买不起了,0.890899361,1,0,1,0,0,0,0,0
1119,反正我喜欢,0.149177231,0,0,1,0,0,0,0,0
1120,反正我已经第三辆了，真的很香,0.629577218,1,0,1,0,0,0,0,0
1121,反正用个五六年，纯电车子应该会和手机一样吧更新换代快吧。不过买东西应该随自己把。我爸天天说我我小牛买错了，但是真的的我觉得骑着起码还可以，也用了这么多年了。我同事都换第三辆电动自行车了。,0.421086361,0,0,0,0,0,0,1,0
1122,反正支持国产，现在国产车真的很好,0.425655382,0,0,0,0,0,0,0,1
1123,反正只要在努力的国产我都支持 ，比亚迪 吉利 长城 奇瑞 长安 广汽。。。。但作为一个民族主义者 ，合资或非国产车咱不支持,0.914659087,1,1,0,0,0,0,0,1
1124,反之亦然,0.5,1,0,1,0,0,0,0,0
1125,方向盘电动调节为什么国内版没有,0.556291293,1,0,0,0,0,0,1,0
1126,仿皮好不,0.833714073,1,0,1,0,0,0,0,0
1127,放心就买日产车省心省油麻烦少省的钱买肉吃不香吗,0.449177231,0,0,1,0,0,0,0,0
1128,飞机哥：我说比亚迪良心，但我就买特斯拉，还不止一辆哦,0.019936832,0,1,1,0,0,0,0,0
1129,非常反感比亚迪虚标续航，现在感觉能飘了。,0.421920167,0,0,1,0,0,0,0,0
1130,非常好，我选唐,0.9248431,1,1,1,0,0,0,0,0
1131,比亚迪的槽点一直是审美一块，就像找对象，她很温柔贤惠，三观对味，but，她吸引不了我，那我肯定不会和她谈恋爱阿,0.797617425,1,0,1,0,0,0,0,0
1132,非常喜欢你的视频，思维清晰，有文化，有自己对事物的独特见解！一股清流,0.992409576,1,1,0,1,0,0,0,0
1133,非要说一点不讨厌比亚迪，那就是它生在中国。,0.622680092,1,0,1,0,0,0,0,0
1134,分年龄会选择吧，哪有一个20多岁小伙子开这车。。除了汉以外，哪个车型年轻运动啊，老头乐,0.907933851,1,1,0,0,0,0,0,1
1135,粉丝行为罢了，人品牌是靠实力 说营销 哪个品牌不营销？ 比亚迪从dmi开始才彻底火起来吧 而且这才刚好多久？ 你可以不买但不要诋毁。,0.535088316,1,0,0,0,0,0,0,1
1136,丰田不是就这样,0.428571429,0,0,0,0,0,1,0,0
1137,丰田大众满大街也是出租车啊！,0.069679172,0,1,0,0,0,1,0,0
1138,丰田好几款尾灯就一个灯、,0.048583381,0,1,0,0,0,1,0,0
1139,丰田混动如何？,0.403065181,0,0,0,0,1,0,0,0
1140,风格太满足管理股东口味了我就好奇难度股东们不开豪车的吗,0.862038576,1,0,1,0,0,0,0,0
1141,风骨,0.890899361,1,0,1,0,0,0,0,0
1142,风噪是小，胎噪也确实蛮大的，比亚迪压成本轮胎有些次了,0.02354785,0,1,0,1,0,0,0,0
1143,讽刺老司机,0.775989351,1,0,0,0,0,0,1,0
1144,服务超级菜,0.294418457,0,0,0,0,1,0,0,0
1145,父母宝贝好吃的好喝的给着？任何国产车都是在国民看不起的情况下一步一步走出来的，杀出来的，同样的车换个合资标试试,0.733789553,1,0,0,0,0,0,0,1
1146,该有人说煤油灯好用吗,0.52556444,1,0,1,0,0,0,0,0
1147,改个名字，销量翻倍！,0.093471584,0,1,0,0,1,0,0,0
1148,赶紧去舔你蔡老板吧，过几天看大戏,0.649249551,1,0,0,0,0,0,0,1
1149,敢说比亚迪不好的人，是真狠。,0.025337929,0,1,1,0,0,0,0,0
1150,感觉比亚迪该换一换外观设计师，开头看着不错！但不耐看！后面看越看越Low了！,0.797617425,1,0,1,0,0,0,0,0
1151,感觉跟以前的小米手机一样，配置赢凑的,0.777949077,1,0,1,0,0,0,0,0
1152,感觉还是咱汉dmi好,0.56122879,1,0,1,0,0,0,0,0
1153,感觉开比亚迪 比 奔驰宝马有面子,0.516258821,1,0,1,0,0,0,0,0
1154,感觉客户是被尊重的、呵护的不是应该是最好的吗？,0.930675176,1,1,1,0,0,0,0,0
1155,感觉理想躺枪,0.575797168,1,0,1,0,0,0,0,0
1156,感觉买的东西跟自己用的舒服就好。不好的话就确实倒霉了,0.629577218,1,0,1,0,0,0,0,0
1157,感觉你没收到广告费,0.629577218,1,0,1,0,0,0,0,0
1158,感觉你在为某来打抱不平,0.629577218,1,0,1,0,0,0,0,0
1159,感觉配置与价格显得高了点,0.737348543,1,0,1,0,0,0,0,0
1160,感觉全网都在霸凌比亚迪，从攻击企业到侮辱车主，你能中立客观的说太慢了，虽然短时间我还改变不了对比亚迪刻板形象，但是阻碍不了我们支持自主品牌的心,0.699985187,1,0,0,0,0,0,1,0
1161,感觉试开完比亚迪汉，奔驰宝马都不香了，二十几万预算本来想买入门级bba，看了比亚迪汉，直接定汉,0.890899361,1,0,1,0,0,0,0,0
1162,感觉现在的价格相比其它自主品牌，有点偏高,0.737348543,1,0,1,0,0,0,0,0
1163,感觉在黑BYD，此人不可信,0.149177231,0,0,1,0,0,0,0,0
1164,感觉在说80后@唐会洋哥,0.504446714,1,0,1,0,0,0,0,0
1165,感觉在说红旗啊,0.032812365,0,1,1,0,0,0,0,0
1166,感谢比亚迪,0.693963202,1,0,1,0,0,0,0,0
1167,感谢你，特斯拉用宁德时代电池，福耀玻璃，宝钢和鞍钢,0.885796796,1,0,0,0,1,0,0,0
1168,感谢特斯拉，比亚迪去年说成本涨价了，车要涨价，秦plus豪华版500公里续航的小电机，从13.98万涨到14.28万再涨到14.88万，再涨到15.18万，刚涨到15.18万后特斯拉直降了，啪啪打脸比亚迪，到店优惠1万多起步了,0.98491503,1,1,0,1,0,0,0,0
1169,刚订了唐252版本的，比亚迪加油,0.797617425,1,0,1,0,0,0,0,0
1170,刚买到比亚迪秦plus dmi，性价比很高，很香。,0.988433149,1,1,0,0,0,0,0,1
1171,刚买的比亚迪宋，用行动支持中国制造！相信中国的进步。,0.797617425,1,0,1,0,0,0,0,0
1172,刚提，现车秒提,0.149177231,0,0,1,0,0,0,0,0
1173,刚提的100旗舰 唯一的遗憾就是没得迎宾灯,0.019936832,0,1,1,0,0,0,0,0
1174,刚提的秦99800,0.532184687,1,0,1,0,0,0,0,0
1175,刚提了秦plus dmi,0.532184687,1,0,1,0,0,0,0,0
